 ;;;;;;2017-12-28;;2017-12-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUFV A;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;0,70;#SAKNAS!;JK;#SAKNAS!;100 000;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
HUFV A;;;SSE;#SAKNAS!;#SAKNAS!;0;#SAKNAS!;0,70;#SAKNAS!;WG;#SAKNAS!;150 111;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
HUFV A;;;SSE;#SAKNAS!;#SAKNAS!;0;#SAKNAS!;0,70;#SAKNAS!;EE;#SAKNAS!;171 141;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
HUM;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,00;#SAKNAS!;WG;#SAKNAS!;71 042;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
INDU C;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;EE;#SAKNAS!;81 832;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
INFRA;;#SAKNAS!;AKTS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;0,90;#SAKNAS!;WG;#SAKNAS!;251 000;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
ISS;#SAKNAS!;#SAKNAS!;CSS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,00;#SAKNAS!;MH;#SAKNAS!;503 637;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
ISS;#SAKNAS!;#SAKNAS!;CSS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,00;#SAKNAS!;WG;#SAKNAS!;110 000;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
ISS;#SAKNAS!;#SAKNAS!;CSS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,00;#SAKNAS!;EE;#SAKNAS!;114 915;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
ISS;#SAKNAS!;#SAKNAS!;CSS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,00;#SAKNAS!;JK;#SAKNAS!;65 000;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
ITECH;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;MH;#SAKNAS!;67 670;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
KAMBI;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;EE;#SAKNAS!;19 524;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
KAMBI;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;MH;#SAKNAS!;18 536;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
KAR;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;WG;#SAKNAS!;75 087;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
KIND SDB;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;JK;#SAKNAS!;130 000;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
KIND SDB;;;SSE;#SAKNAS!;#SAKNAS!;0;#SAKNAS!;1,40;#SAKNAS!;WG;#SAKNAS!;55 690;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
KIND SDB;;;SSE;#SAKNAS!;#SAKNAS!;0;#SAKNAS!;1,40;#SAKNAS!;MH;#SAKNAS!;546 004;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
KINV B;;#SAKNAS!;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;0,90;#SAKNAS!;EE;#SAKNAS!;9 358;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
LIAB;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,00;#SAKNAS!;WG;#SAKNAS!;191 515;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
LMKG;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,00;#SAKNAS!;MH;#SAKNAS!;50 000;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
LOOMIS;;#SAKNAS!;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,20;#SAKNAS!;WG;#SAKNAS!;10 550;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
LOOMIS;;#SAKNAS!;SSE;#SAKNAS!;#SAKNAS!;0;#SAKNAS!;1,20;#SAKNAS!;EE;#SAKNAS!;61 083;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
MNTR;;;OSS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,50;#SAKNAS!;WG;#SAKNAS!;1 507 855;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
MOCORP;;;HSS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,30;#SAKNAS!;EE;#SAKNAS!;143 750;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
MRCEL;;;OSS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;0,70;#SAKNAS!;MH;#SAKNAS!;500 000;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NCC B;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;WG;#SAKNAS!;105 055;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NCC B;;#SAKNAS!;SSE;#SAKNAS!;#SAKNAS!;0;#SAKNAS!;1,20;#SAKNAS!;EE;#SAKNAS!;108 273;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NDA SE;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,20;#SAKNAS!;EE;#SAKNAS!;200 000;#SAKNAS!;n.m.;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NDA SE;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,20;#SAKNAS!;WG;#SAKNAS!;290 000;#SAKNAS!;n.m.;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NDA SE;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,20;#SAKNAS!;JK;#SAKNAS!;120 000;#SAKNAS!;n.m.;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NELLY;;#SAKNAS!;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,20;#SAKNAS!;EE;#SAKNAS!;114 173;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NOLA B;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;EE;#SAKNAS!;22 406;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NOKIA;;;HSS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,30;#SAKNAS!;EE;#SAKNAS!;431 150;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NP3;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;EE;#SAKNAS!;72 349;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NWG;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,20;#SAKNAS!;WG;#SAKNAS!;120 926;#SAKNAS!;n.m.;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NYF;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;EE;#SAKNAS!;141 933;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
NYF;;#SAKNAS!;SSE;#SAKNAS!;#SAKNAS!;0;#SAKNAS!;0,80;#SAKNAS!;MH;#SAKNAS!;316 397;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
PACT;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,30;#SAKNAS!;WG;#SAKNAS!;37 553;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
PEXIP;;;OSS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,50;#SAKNAS!;WG;#SAKNAS!;123 932;#SAKNAS!;n.m.;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
PHO;;;OSS;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;0,70;#SAKNAS!;MH;#SAKNAS!;166 655;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
PIERCE;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,30;#SAKNAS!;WG;#SAKNAS!;85 835;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
PRIC B;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;WG;#SAKNAS!;779 041;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
RESURS;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;WG;#SAKNAS!;265 355;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
RESURS;;;SSE;#SAKNAS!;#SAKNAS!;0;#SAKNAS!;1,40;#SAKNAS!;EE;#SAKNAS!;252 677;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
RUG;;;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;1,40;#SAKNAS!;MH;#SAKNAS!;197 978;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
RUG;;;SSE;#SAKNAS!;#SAKNAS!;0;#SAKNAS!;1,40;#SAKNAS!;EE;#SAKNAS!;80 000;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
SAVE;#SAKNAS!;#SAKNAS!;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;0,60;#SAKNAS!;EE;#SAKNAS!;62 957;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
SBB B;;#SAKNAS!;SSE;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;0,50;#SAKNAS!;MH;#SAKNAS!;1 000 820;#SAKNAS!;#SAKNAS!;;;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;#SAKNAS!;;;;;;
